datetime,quantity,price_gbp,actual_food
2020-04-14 21:17:54,1,1.49,Cheeseburger
2020-04-14 21:37:37,1,4.99,Big Mac
2020-04-14 21:51:39,2,9.98,Big Mac
2020-04-15 08:10:16,2,9.98,Big Mac
2020-04-15 09:45:33,3,14.97,Big Mac
2020-04-15 10:40:32,2,7.98,Chicken Nuggets 6pc
2020-04-15 11:02:08,1,4.29,Filet-O-Fish
2020-04-15 11:04:32,2,9.98,Quarter Pounder
2020-04-15 11:09:11,3,5.97,Double Cheeseburger
2020-04-15 13:52:55,4,4.76,Apple Pie
2020-04-15 14:41:24,2,7.98,Chicken Nuggets 6pc
2020-04-15 14:51:21,2,5.98,McChicken Sandwich
2020-04-15 15:43:30,1,1.09,Hash Brown
2020-04-15 15:56:02,4,17.16,Filet-O-Fish
2020-04-15 16:16:24,1,2.99,Fries Large
2020-04-15 16:56:08,1,3.99,Chicken Nuggets 6pc
2020-04-15 17:10:41,2,9.98,Quarter Pounder
2020-04-15 17:45:52,3,4.47,Cheeseburger
2020-04-15 20:30:56,4,11.96,Fries Large
2020-04-15 21:47:16,3,5.97,Double Cheeseburger
2020-04-16 08:12:33,1,1.49,Cheeseburger
2020-04-16 09:13:28,3,14.97,Big Mac
2020-04-16 09:30:42,1,2.99,McCafe Latte
2020-04-16 11:24:24,1,4.99,Quarter Pounder
2020-04-16 13:55:02,4,17.16,Filet-O-Fish
2020-04-16 15:57:39,2,5.98,McChicken Sandwich
2020-04-16 17:09:50,4,4.76,Apple Pie
2020-04-16 17:36:40,4,9.96,McFlurry Oreo
2020-04-16 17:42:32,2,7.98,Chicken Nuggets 6pc
2020-04-16 19:43:21,2,4.38,Fries Medium
2020-04-16 20:34:32,1,3.99,Chicken Nuggets 6pc
2020-04-16 20:43:41,1,1.49,Cheeseburger
2020-04-16 21:09:38,4,9.96,McFlurry Oreo
2020-04-16 21:30:10,4,15.96,Chicken Nuggets 6pc
2020-04-17 09:04:16,4,15.96,Chicken Nuggets 6pc
2020-04-17 09:13:32,2,5.98,McCafe Latte
2020-04-17 10:23:35,4,9.96,McFlurry Oreo
2020-04-17 10:24:40,1,1.09,Hash Brown
2020-04-17 12:12:00,4,15.96,Chicken Nuggets 6pc
2020-04-17 12:19:36,4,9.96,McFlurry Oreo
2020-04-17 13:37:51,4,11.96,McCafe Latte
2020-04-17 14:08:16,1,1.09,Hash Brown
2020-04-17 14:23:06,3,3.27,Hash Brown
2020-04-17 14:41:13,1,2.49,McFlurry Oreo
2020-04-17 17:23:39,4,8.76,Fries Medium
2020-04-17 17:33:07,1,1.09,Hash Brown
2020-04-17 18:37:16,4,5.96,Cheeseburger
2020-04-17 19:08:54,4,11.96,Fries Large
2020-04-17 19:14:28,1,1.99,Double Cheeseburger
2020-04-17 20:13:26,4,8.76,Fries Medium
2020-04-17 20:30:50,2,8.58,Filet-O-Fish
2020-04-17 20:35:39,3,12.87,Filet-O-Fish
2020-04-17 21:05:18,2,9.98,Quarter Pounder
2020-04-17 21:09:30,1,4.99,Big Mac
2020-04-18 11:02:50,3,5.97,Double Cheeseburger
2020-04-18 11:41:00,3,14.97,Big Mac
2020-04-18 12:11:26,1,3.99,Chicken Nuggets 6pc
2020-04-18 12:49:25,1,1.49,Cheeseburger
2020-04-18 13:52:17,3,11.97,Chicken Nuggets 6pc
2020-04-18 14:37:12,4,11.96,Fries Large
2020-04-18 15:00:12,4,7.96,Double Cheeseburger
2020-04-18 15:59:25,2,2.38,Apple Pie
2020-04-18 16:04:32,1,2.49,McFlurry Oreo
2020-04-18 17:02:46,1,2.99,Fries Large
2020-04-18 17:10:43,2,7.98,Chicken Nuggets 6pc
2020-04-18 17:41:33,4,17.16,Filet-O-Fish
2020-04-18 19:45:04,1,2.49,McFlurry Oreo
2020-04-18 19:53:35,3,8.97,McChicken Sandwich
2020-04-18 20:52:11,1,2.19,Fries Medium
2020-04-19 09:25:43,3,3.57,Apple Pie
2020-04-19 09:35:59,3,3.27,Hash Brown
2020-04-19 10:47:43,3,11.97,Chicken Nuggets 6pc
2020-04-19 10:49:06,3,11.97,Chicken Nuggets 6pc
2020-04-19 13:22:13,4,5.96,Cheeseburger
2020-04-19 15:07:16,1,3.99,Chicken Nuggets 6pc
2020-04-19 18:29:57,4,11.96,Fries Large
2020-04-19 18:50:14,4,11.96,McChicken Sandwich
2020-04-19 19:12:15,4,4.76,Apple Pie
2020-04-19 19:28:24,3,7.47,McFlurry Oreo
2020-04-19 19:53:16,1,2.99,Fries Large
2020-04-19 20:15:48,4,15.96,Chicken Nuggets 6pc
2020-04-19 20:20:26,2,3.98,Double Cheeseburger
2020-04-19 20:32:16,1,2.99,Fries Large
2020-04-19 21:15:53,2,2.38,Apple Pie
2020-04-19 21:16:13,2,2.18,Hash Brown
2020-04-20 08:33:51,2,7.98,Chicken Nuggets 6pc
2020-04-20 09:44:33,4,5.96,Cheeseburger
2020-04-20 11:17:30,3,4.47,Cheeseburger
2020-04-20 14:14:48,3,7.47,McFlurry Oreo
2020-04-20 14:37:06,2,3.98,Double Cheeseburger
2020-04-20 15:11:48,3,11.97,Chicken Nuggets 6pc
2020-04-20 15:57:56,3,11.97,Chicken Nuggets 6pc
2020-04-20 16:02:32,4,17.16,Filet-O-Fish
2020-04-20 17:00:48,4,11.96,McChicken Sandwich
2020-04-20 17:55:16,3,8.97,Fries Large
2020-04-20 19:00:00,3,14.97,Quarter Pounder
2020-04-20 21:30:23,1,2.49,McFlurry Oreo
2020-04-20 21:43:49,4,11.96,Fries Large
2020-04-21 10:36:08,4,8.76,Fries Medium
2020-04-21 10:51:47,2,8.58,Filet-O-Fish
2020-04-21 10:57:54,4,17.16,Filet-O-Fish
2020-04-21 11:52:16,1,1.49,Cheeseburger
2020-04-21 13:01:26,3,8.97,McCafe Latte
2020-04-21 13:35:35,3,6.57,Fries Medium
2020-04-21 13:54:25,3,12.87,Filet-O-Fish
2020-04-21 14:06:44,1,2.19,Fries Medium
2020-04-21 15:27:13,2,5.98,Fries Large
2020-04-21 15:47:21,1,4.99,Quarter Pounder
2020-04-21 16:27:54,2,4.38,Fries Medium
2020-04-21 20:00:11,4,5.96,Cheeseburger
2020-04-21 20:18:22,2,2.38,Apple Pie
2020-04-21 20:31:19,3,5.97,Double Cheeseburger
2020-04-21 20:47:28,4,11.96,Fries Large
2020-04-21 21:06:46,2,7.98,Chicken Nuggets 6pc
2020-04-21 21:43:38,3,8.97,McChicken Sandwich
2020-04-22 08:49:25,1,4.99,Quarter Pounder
2020-04-22 09:16:39,1,2.49,McFlurry Oreo
2020-04-22 09:59:56,1,2.99,McChicken Sandwich
2020-04-22 10:11:54,4,19.96,Quarter Pounder
2020-04-22 11:10:25,1,2.19,Fries Medium
2020-04-22 12:56:28,4,7.96,Double Cheeseburger
2020-04-22 13:14:20,2,5.98,McChicken Sandwich
2020-04-22 14:40:39,3,4.47,Cheeseburger
2020-04-22 15:40:09,3,12.87,Filet-O-Fish
2020-04-22 19:15:42,2,9.98,Big Mac
2020-04-22 19:17:38,3,8.97,Fries Large
2020-04-22 19:37:33,3,8.97,McCafe Latte
2020-04-22 21:58:04,4,15.96,Chicken Nuggets 6pc
2020-04-23 08:02:42,2,2.98,Cheeseburger
2020-04-23 10:19:00,3,12.87,Filet-O-Fish
2020-04-23 12:00:49,4,11.96,McCafe Latte
2020-04-23 12:14:15,4,11.96,McChicken Sandwich
2020-04-23 13:18:30,2,9.98,Big Mac
2020-04-23 13:30:34,3,7.47,McFlurry Oreo
2020-04-23 15:19:23,1,1.19,Apple Pie
2020-04-23 15:40:08,3,3.27,Hash Brown
2020-04-23 16:28:08,3,7.47,McFlurry Oreo
2020-04-23 16:40:40,4,7.96,Double Cheeseburger
2020-04-23 17:14:50,3,12.87,Filet-O-Fish
2020-04-23 17:38:29,2,2.18,Hash Brown
2020-04-23 19:59:31,1,2.49,McFlurry Oreo
2020-04-23 21:30:29,3,8.97,Fries Large
2020-04-24 10:18:07,2,5.98,McChicken Sandwich
2020-04-24 11:05:09,1,4.99,Quarter Pounder
2020-04-24 11:20:01,4,4.36,Hash Brown
2020-04-24 11:26:56,3,7.47,McFlurry Oreo
2020-04-24 12:08:45,3,8.97,McChicken Sandwich
2020-04-24 12:41:47,3,7.47,McFlurry Oreo
2020-04-24 14:12:54,3,7.47,McFlurry Oreo
2020-04-24 14:15:10,4,9.96,McFlurry Oreo
2020-04-24 14:40:15,1,2.19,Fries Medium
2020-04-24 16:01:11,1,1.49,Cheeseburger
2020-04-24 17:28:17,4,7.96,Double Cheeseburger
2020-04-24 21:24:14,4,4.36,Hash Brown
2020-04-25 08:17:49,2,5.98,McCafe Latte
2020-04-25 10:40:46,3,6.57,Fries Medium
2020-04-25 11:47:02,4,17.16,Filet-O-Fish
2020-04-25 12:30:40,1,4.99,Big Mac
2020-04-25 13:05:53,1,2.99,McCafe Latte
2020-04-25 13:26:19,2,9.98,Quarter Pounder
2020-04-25 13:29:44,4,11.96,McCafe Latte
2020-04-25 15:24:43,2,4.98,McFlurry Oreo
2020-04-25 16:30:11,1,4.29,Filet-O-Fish
2020-04-25 19:49:06,4,4.76,Apple Pie
2020-04-25 20:45:15,1,4.99,Big Mac
2020-04-25 21:24:53,3,3.57,Apple Pie
2020-04-26 08:44:24,2,2.18,Hash Brown
2020-04-26 08:55:42,3,3.57,Apple Pie
2020-04-26 10:31:14,1,2.49,McFlurry Oreo
2020-04-26 10:50:17,1,2.99,Fries Large
2020-04-26 11:36:11,4,4.36,Hash Brown
2020-04-26 11:40:27,1,1.19,Apple Pie
2020-04-26 12:57:02,2,5.98,Fries Large
2020-04-26 13:46:29,3,7.47,McFlurry Oreo
2020-04-26 13:49:05,2,9.98,Quarter Pounder
2020-04-26 14:50:15,1,3.99,Chicken Nuggets 6pc
2020-04-26 15:05:43,2,2.38,Apple Pie
2020-04-26 16:18:34,4,19.96,Quarter Pounder
2020-04-26 17:50:44,1,4.99,Big Mac
2020-04-26 18:09:44,3,14.97,Big Mac
2020-04-26 20:40:03,3,11.97,Chicken Nuggets 6pc
2020-04-26 20:57:28,3,8.97,Fries Large
2020-04-27 08:23:14,3,11.97,Chicken Nuggets 6pc
2020-04-27 08:36:41,1,1.19,Apple Pie
2020-04-27 08:49:40,4,11.96,Fries Large
2020-04-27 08:53:08,1,1.99,Double Cheeseburger
2020-04-27 08:59:58,1,3.99,Chicken Nuggets 6pc
2020-04-27 09:06:33,3,12.87,Filet-O-Fish
2020-04-27 09:33:09,2,7.98,Chicken Nuggets 6pc
2020-04-27 11:06:31,1,1.49,Cheeseburger
2020-04-27 16:39:44,4,17.16,Filet-O-Fish
2020-04-27 16:43:31,2,8.58,Filet-O-Fish
2020-04-27 17:18:20,2,5.98,McCafe Latte
2020-04-27 18:34:52,1,2.99,Fries Large
2020-04-27 19:11:56,4,9.96,McFlurry Oreo
2020-04-27 20:39:15,3,14.97,Big Mac
2020-04-27 21:05:29,4,4.76,Apple Pie
2020-04-27 21:16:34,3,14.97,Quarter Pounder
2020-04-28 09:10:50,4,7.96,Double Cheeseburger
2020-04-28 11:33:06,1,2.19,Fries Medium
2020-04-28 13:57:20,4,5.96,Cheeseburger
2020-04-28 16:21:42,4,5.96,Cheeseburger
2020-04-28 16:24:12,2,5.98,McChicken Sandwich
2020-04-28 17:40:11,2,2.38,Apple Pie
2020-04-28 18:29:44,3,5.97,Double Cheeseburger
2020-04-28 19:04:53,1,2.49,McFlurry Oreo
2020-04-28 19:06:49,4,9.96,McFlurry Oreo
2020-04-28 21:23:26,3,7.47,McFlurry Oreo
2020-04-28 21:23:50,4,11.96,Fries Large
2020-04-28 21:39:17,1,1.09,Hash Brown
2020-04-29 09:02:29,2,4.38,Fries Medium
2020-04-29 09:49:03,4,19.96,Big Mac
2020-04-29 10:16:23,2,5.98,Fries Large
2020-04-29 11:16:51,2,7.98,Chicken Nuggets 6pc
2020-04-29 12:14:13,1,2.19,Fries Medium
2020-04-29 13:28:28,3,3.27,Hash Brown
2020-04-29 13:56:52,3,8.97,McCafe Latte
2020-04-29 14:49:35,2,4.98,McFlurry Oreo
2020-04-29 15:52:57,2,9.98,Quarter Pounder
2020-04-29 16:08:56,1,3.99,Chicken Nuggets 6pc
2020-04-29 17:15:36,3,3.27,Hash Brown
2020-04-29 17:25:36,1,2.19,Fries Medium
2020-04-29 17:41:19,1,1.09,Hash Brown
2020-04-29 19:02:18,1,4.29,Filet-O-Fish
2020-04-29 19:20:50,1,1.19,Apple Pie
2020-04-29 19:41:54,2,5.98,McCafe Latte
2020-04-29 20:52:44,1,2.99,Fries Large
2020-04-29 21:07:55,4,17.16,Filet-O-Fish
2020-04-30 08:19:33,4,7.96,Double Cheeseburger
2020-04-30 10:03:43,2,5.98,Fries Large
2020-04-30 10:08:21,4,11.96,McCafe Latte
2020-04-30 11:04:17,2,4.98,McFlurry Oreo
2020-04-30 11:27:18,1,3.99,Chicken Nuggets 6pc
2020-04-30 12:05:25,4,9.96,McFlurry Oreo
2020-04-30 15:35:12,2,5.98,McCafe Latte
2020-04-30 15:48:38,4,4.36,Hash Brown
2020-04-30 16:36:09,3,14.97,Big Mac
2020-04-30 17:47:03,4,11.96,McChicken Sandwich
2020-04-30 18:36:12,4,19.96,Quarter Pounder
2020-04-30 20:44:08,4,9.96,McFlurry Oreo
2020-05-01 09:42:26,1,2.99,Fries Large
2020-05-01 09:47:03,1,1.49,Cheeseburger
2020-05-01 11:43:23,2,9.98,Big Mac
2020-05-01 12:10:03,1,2.49,McFlurry Oreo
2020-05-01 13:12:20,3,12.87,Filet-O-Fish
2020-05-01 13:44:51,1,2.19,Fries Medium
2020-05-01 15:30:01,3,8.97,McChicken Sandwich
2020-05-01 15:41:00,1,2.19,Fries Medium
2020-05-01 16:30:39,3,3.57,Apple Pie
2020-05-01 17:09:28,4,11.96,Fries Large
2020-05-01 17:57:42,4,19.96,Big Mac
2020-05-01 18:17:42,4,11.96,McChicken Sandwich
2020-05-01 19:34:13,2,5.98,Fries Large
2020-05-01 19:44:42,2,2.18,Hash Brown
2020-05-01 20:19:10,1,2.99,Fries Large
2020-05-01 20:44:39,2,4.38,Fries Medium
2020-05-01 21:06:01,3,5.97,Double Cheeseburger
2020-05-01 21:53:52,2,2.38,Apple Pie
2020-05-02 08:15:59,1,4.99,Quarter Pounder
2020-05-02 08:22:43,2,2.18,Hash Brown
2020-05-02 09:46:24,2,8.58,Filet-O-Fish
2020-05-02 10:12:32,1,3.99,Chicken Nuggets 6pc
2020-05-02 10:21:57,2,4.38,Fries Medium
2020-05-02 11:24:32,4,7.96,Double Cheeseburger
2020-05-02 12:58:38,4,5.96,Cheeseburger
2020-05-02 13:31:25,3,7.47,McFlurry Oreo
2020-05-02 13:31:55,1,1.09,Hash Brown
2020-05-02 14:15:36,2,4.98,McFlurry Oreo
2020-05-02 16:08:13,4,11.96,Fries Large
2020-05-02 17:34:43,2,3.98,Double Cheeseburger
2020-05-02 18:19:15,3,8.97,Fries Large
2020-05-02 20:03:40,3,7.47,McFlurry Oreo
2020-05-02 21:01:35,4,8.76,Fries Medium
2020-05-02 21:08:19,2,5.98,McCafe Latte
2020-05-03 10:01:48,2,5.98,McChicken Sandwich
2020-05-03 10:20:53,1,2.49,McFlurry Oreo
2020-05-03 10:49:12,3,5.97,Double Cheeseburger
2020-05-03 11:02:26,2,2.98,Cheeseburger
2020-05-03 11:43:01,2,2.38,Apple Pie
2020-05-03 12:26:14,1,2.99,McCafe Latte
2020-05-03 12:28:47,4,17.16,Filet-O-Fish
2020-05-03 13:04:35,2,7.98,Chicken Nuggets 6pc
2020-05-03 14:49:02,4,4.76,Apple Pie
2020-05-03 15:30:08,4,5.96,Cheeseburger
2020-05-03 16:06:28,1,3.99,Chicken Nuggets 6pc
2020-05-03 17:36:39,3,11.97,Chicken Nuggets 6pc
2020-05-03 19:20:25,4,15.96,Chicken Nuggets 6pc
2020-05-03 19:41:23,4,5.96,Cheeseburger
2020-05-03 19:49:30,1,2.99,Fries Large
2020-05-03 20:09:41,4,5.96,Cheeseburger
2020-05-03 20:13:04,2,2.18,Hash Brown
2020-05-03 20:20:56,1,1.49,Cheeseburger
2020-05-03 21:29:56,3,3.27,Hash Brown
2020-05-03 21:39:31,4,5.96,Cheeseburger
2020-05-04 10:29:37,1,4.99,Quarter Pounder
2020-05-04 10:55:09,2,3.98,Double Cheeseburger
2020-05-04 11:00:39,2,5.98,McChicken Sandwich
2020-05-04 11:18:28,1,2.99,McCafe Latte
2020-05-04 12:40:11,4,4.36,Hash Brown
2020-05-04 13:36:55,2,9.98,Big Mac
2020-05-04 14:18:39,2,9.98,Quarter Pounder
2020-05-04 14:19:19,1,1.49,Cheeseburger
2020-05-04 14:26:20,2,2.98,Cheeseburger
2020-05-04 14:35:24,2,2.18,Hash Brown
2020-05-04 15:05:16,2,2.18,Hash Brown
2020-05-04 15:53:41,2,9.98,Big Mac
2020-05-04 16:24:33,1,1.09,Hash Brown
2020-05-04 16:34:25,2,9.98,Big Mac
2020-05-04 16:45:24,1,2.99,Fries Large
2020-05-04 19:28:40,1,2.99,McChicken Sandwich
2020-05-04 19:32:07,1,4.99,Quarter Pounder
2020-05-04 19:46:07,2,5.98,Fries Large
2020-05-04 20:52:18,3,12.87,Filet-O-Fish
2020-05-05 08:09:54,3,14.97,Big Mac
2020-05-05 08:11:09,2,4.38,Fries Medium
2020-05-05 09:49:19,1,2.99,Fries Large
2020-05-05 10:07:44,4,8.76,Fries Medium
2020-05-05 11:56:35,1,3.99,Chicken Nuggets 6pc
2020-05-05 13:58:05,3,14.97,Big Mac
2020-05-05 14:11:10,1,4.99,Big Mac
2020-05-05 14:52:04,3,8.97,Fries Large
2020-05-05 15:05:38,4,19.96,Quarter Pounder
2020-05-05 15:47:37,2,2.18,Hash Brown
2020-05-05 15:54:31,4,19.96,Big Mac
2020-05-05 16:26:33,3,6.57,Fries Medium
2020-05-05 17:42:30,2,2.38,Apple Pie
2020-05-05 17:42:44,3,5.97,Double Cheeseburger
2020-05-05 17:56:31,1,2.49,McFlurry Oreo
2020-05-05 21:35:04,4,11.96,McCafe Latte
2020-05-06 08:29:40,1,4.99,Big Mac
2020-05-06 08:40:12,2,5.98,Fries Large
2020-05-06 09:43:21,1,2.99,McCafe Latte
2020-05-06 12:50:04,3,3.27,Hash Brown
2020-05-06 14:02:21,4,11.96,McCafe Latte
2020-05-06 14:38:54,3,11.97,Chicken Nuggets 6pc
2020-05-06 15:46:44,1,3.99,Chicken Nuggets 6pc
2020-05-06 15:51:11,4,9.96,McFlurry Oreo
2020-05-06 16:35:20,3,6.57,Fries Medium
2020-05-06 16:36:39,3,8.97,Fries Large
2020-05-06 17:03:06,2,2.18,Hash Brown
2020-05-06 17:36:31,2,5.98,Fries Large
2020-05-06 19:18:12,2,7.98,Chicken Nuggets 6pc
2020-05-06 19:36:39,4,11.96,Fries Large
2020-05-06 19:54:13,1,2.99,McCafe Latte
2020-05-07 09:09:17,3,8.97,McCafe Latte
2020-05-07 10:38:07,4,5.96,Cheeseburger
2020-05-07 12:26:05,1,1.09,Hash Brown
2020-05-07 13:53:21,2,2.98,Cheeseburger
2020-05-07 14:40:34,3,14.97,Big Mac
2020-05-07 15:09:40,2,3.98,Double Cheeseburger
2020-05-07 15:50:52,3,14.97,Quarter Pounder
2020-05-07 15:51:02,4,7.96,Double Cheeseburger
2020-05-07 16:34:01,3,11.97,Chicken Nuggets 6pc
2020-05-07 19:54:20,3,8.97,McCafe Latte
2020-05-07 20:58:56,3,3.57,Apple Pie
2020-05-07 21:33:19,1,4.29,Filet-O-Fish
2020-05-08 08:19:59,1,4.29,Filet-O-Fish
2020-05-08 08:36:48,3,3.27,Hash Brown
2020-05-08 08:39:35,1,2.19,Fries Medium
2020-05-08 10:07:23,3,3.57,Apple Pie
2020-05-08 11:21:59,2,9.98,Quarter Pounder
2020-05-08 11:34:22,1,2.49,McFlurry Oreo
2020-05-08 12:09:10,1,4.99,Quarter Pounder
2020-05-08 12:09:45,3,7.47,McFlurry Oreo
2020-05-08 13:12:12,2,4.38,Fries Medium
2020-05-08 13:29:56,1,4.99,Big Mac
2020-05-08 15:53:19,3,3.57,Apple Pie
2020-05-08 16:01:51,4,11.96,McChicken Sandwich
2020-05-08 16:20:49,3,6.57,Fries Medium
2020-05-08 16:49:42,1,4.99,Big Mac
2020-05-08 17:15:10,3,8.97,McCafe Latte
2020-05-08 19:02:29,2,2.98,Cheeseburger
2020-05-08 20:12:58,1,2.99,McCafe Latte
2020-05-08 20:20:09,3,14.97,Quarter Pounder
2020-05-08 21:33:43,1,2.99,McCafe Latte
2020-05-09 09:29:19,4,4.36,Hash Brown
2020-05-09 09:52:51,2,7.98,Chicken Nuggets 6pc
2020-05-09 10:45:38,4,17.16,Filet-O-Fish
2020-05-09 13:25:11,3,4.47,Cheeseburger
2020-05-09 14:03:05,1,4.99,Big Mac
2020-05-09 15:01:04,4,11.96,Fries Large
2020-05-09 15:14:14,4,7.96,Double Cheeseburger
2020-05-09 15:57:43,1,1.49,Cheeseburger
2020-05-09 16:28:03,3,6.57,Fries Medium
2020-05-09 17:22:19,4,15.96,Chicken Nuggets 6pc
2020-05-09 19:48:42,2,5.98,Fries Large
2020-05-09 20:48:29,1,2.99,McCafe Latte
2020-05-09 20:55:56,3,3.27,Hash Brown
2020-05-10 09:13:52,1,1.99,Double Cheeseburger
2020-05-10 09:37:38,4,11.96,McChicken Sandwich
2020-05-10 10:42:42,2,4.98,McFlurry Oreo
2020-05-10 11:13:43,4,15.96,Chicken Nuggets 6pc
2020-05-10 11:39:15,4,15.96,Chicken Nuggets 6pc
2020-05-10 12:25:04,2,9.98,Quarter Pounder
2020-05-10 13:31:41,4,11.96,McCafe Latte
2020-05-10 13:35:41,1,1.09,Hash Brown
2020-05-10 15:24:04,2,4.98,McFlurry Oreo
2020-05-10 15:29:54,3,8.97,McChicken Sandwich
2020-05-10 16:06:25,2,7.98,Chicken Nuggets 6pc
2020-05-10 16:06:52,3,14.97,Quarter Pounder
2020-05-10 16:18:24,4,5.96,Cheeseburger
2020-05-10 16:29:25,3,8.97,McChicken Sandwich
2020-05-10 17:50:21,4,17.16,Filet-O-Fish
2020-05-10 18:52:38,1,3.99,Chicken Nuggets 6pc
2020-05-10 20:09:42,1,1.49,Cheeseburger
2020-05-10 20:22:38,3,4.47,Cheeseburger
2020-05-10 21:44:37,2,5.98,Fries Large
2020-05-11 10:00:04,2,4.38,Fries Medium
2020-05-11 10:05:08,4,19.96,Quarter Pounder
2020-05-11 10:12:35,4,5.96,Cheeseburger
2020-05-11 10:46:56,1,1.99,Double Cheeseburger
2020-05-11 13:57:35,1,2.19,Fries Medium
2020-05-11 14:44:37,2,9.98,Big Mac
2020-05-11 14:45:58,3,6.57,Fries Medium
2020-05-11 16:13:42,4,17.16,Filet-O-Fish
2020-05-11 16:52:28,4,9.96,McFlurry Oreo
2020-05-11 17:00:39,1,2.99,Fries Large
2020-05-11 17:11:29,4,11.96,McCafe Latte
2020-05-11 19:24:25,3,12.87,Filet-O-Fish
2020-05-11 19:35:52,1,4.99,Big Mac
2020-05-11 21:08:54,4,9.96,McFlurry Oreo
2020-05-11 21:18:55,1,2.99,Fries Large
2020-05-11 21:26:09,3,12.87,Filet-O-Fish
2020-05-11 21:29:57,4,7.96,Double Cheeseburger
2020-05-12 08:02:36,3,11.97,Chicken Nuggets 6pc
2020-05-12 09:37:30,3,14.97,Quarter Pounder
2020-05-12 10:02:44,3,6.57,Fries Medium
2020-05-12 10:27:38,2,5.98,Fries Large
2020-05-12 10:46:46,1,1.09,Hash Brown
2020-05-12 11:30:40,1,2.49,McFlurry Oreo
2020-05-12 12:31:05,1,1.09,Hash Brown
2020-05-12 14:22:51,3,14.97,Quarter Pounder
2020-05-12 14:59:34,3,3.27,Hash Brown
2020-05-12 15:29:32,1,2.99,Fries Large
2020-05-12 15:33:05,3,7.47,McFlurry Oreo
2020-05-12 17:03:57,3,8.97,McCafe Latte
2020-05-12 18:18:51,1,1.49,Cheeseburger
2020-05-12 18:30:37,1,2.19,Fries Medium
2020-05-12 18:40:34,1,1.09,Hash Brown
2020-05-12 19:50:36,3,11.97,Chicken Nuggets 6pc
2020-05-12 21:46:15,4,19.96,Big Mac
2020-05-12 21:50:17,1,1.49,Cheeseburger
2020-05-13 09:09:38,3,14.97,Big Mac
2020-05-13 10:29:25,1,2.99,McChicken Sandwich
2020-05-13 10:51:33,4,4.76,Apple Pie
2020-05-13 11:36:46,2,3.98,Double Cheeseburger
2020-05-13 12:09:33,4,17.16,Filet-O-Fish
2020-05-13 12:50:44,2,5.98,McCafe Latte
2020-05-13 12:54:16,3,4.47,Cheeseburger
2020-05-13 12:59:51,1,4.29,Filet-O-Fish
2020-05-13 14:43:45,2,4.98,McFlurry Oreo
2020-05-13 15:47:48,3,14.97,Quarter Pounder
2020-05-13 17:11:58,1,4.99,Big Mac
2020-05-13 18:16:48,1,2.99,Fries Large
2020-05-13 18:20:33,4,19.96,Quarter Pounder
2020-05-13 18:28:23,2,7.98,Chicken Nuggets 6pc
2020-05-13 18:28:46,2,8.58,Filet-O-Fish
2020-05-13 20:26:49,4,5.96,Cheeseburger
2020-05-14 08:01:39,2,4.38,Fries Medium
2020-05-14 11:46:18,3,14.97,Quarter Pounder
2020-05-14 12:41:37,1,2.99,McCafe Latte
2020-05-14 13:17:17,3,5.97,Double Cheeseburger
2020-05-14 13:35:00,2,2.18,Hash Brown
2020-05-14 16:06:43,1,4.29,Filet-O-Fish
2020-05-14 16:21:43,2,2.38,Apple Pie
2020-05-14 17:42:57,1,2.99,McChicken Sandwich
2020-05-14 19:07:05,1,1.19,Apple Pie
2020-05-14 20:43:47,4,17.16,Filet-O-Fish
2020-05-14 21:04:00,1,1.99,Double Cheeseburger
2020-05-14 21:27:39,3,8.97,McChicken Sandwich
2020-05-15 08:16:52,3,12.87,Filet-O-Fish
2020-05-15 09:04:36,1,2.99,McChicken Sandwich
2020-05-15 09:44:11,2,8.58,Filet-O-Fish
2020-05-15 10:41:31,4,4.76,Apple Pie
2020-05-15 12:09:44,4,19.96,Big Mac
2020-05-15 12:10:49,3,3.27,Hash Brown
2020-05-15 12:49:27,4,11.96,McChicken Sandwich
2020-05-15 15:04:31,2,4.38,Fries Medium
2020-05-15 15:42:59,3,6.57,Fries Medium
2020-05-15 15:45:16,1,1.19,Apple Pie
2020-05-15 16:49:27,2,5.98,McChicken Sandwich
2020-05-15 18:40:00,2,9.98,Quarter Pounder
2020-05-15 20:03:24,3,8.97,McChicken Sandwich
2020-05-15 20:28:01,3,3.27,Hash Brown
2020-05-16 08:02:21,4,11.96,McCafe Latte
2020-05-16 09:36:34,4,17.16,Filet-O-Fish
2020-05-16 09:40:44,4,8.76,Fries Medium
2020-05-16 09:56:40,4,11.96,Fries Large
2020-05-16 10:02:12,2,9.98,Quarter Pounder
2020-05-16 11:51:41,1,4.29,Filet-O-Fish
2020-05-16 13:34:54,1,4.99,Big Mac
2020-05-16 14:25:54,4,19.96,Quarter Pounder
2020-05-16 14:42:12,1,2.49,McFlurry Oreo
2020-05-16 15:24:04,2,9.98,Big Mac
2020-05-16 15:34:53,3,8.97,McCafe Latte
2020-05-16 16:14:00,1,1.09,Hash Brown
2020-05-16 16:45:49,1,4.29,Filet-O-Fish
2020-05-16 18:12:11,3,8.97,McCafe Latte
2020-05-16 18:19:25,3,8.97,Fries Large
2020-05-16 20:46:02,3,14.97,Big Mac
2020-05-16 21:29:48,1,2.99,Fries Large
2020-05-17 08:00:11,1,4.99,Quarter Pounder
2020-05-17 09:50:54,2,9.98,Big Mac
2020-05-17 10:40:03,1,1.49,Cheeseburger
2020-05-17 11:44:41,1,3.99,Chicken Nuggets 6pc
